youtube_id,start_second,end_second,onto
-9HGhgJjzfc,30.0,40.0,/m/06h7j
-9Kb3uXbUOI,7.0,17.0,/m/06bz3
-9MvAjVXb7s,20.0,30.0,/m/02mk9
-9Ng5iQArNk,30.0,40.0,/m/0_ksk
-9OUFFMZTuk,50.0,60.0,/m/0bt9lr
-9P1IlNEgsM,0.0,8.0,/m/0bt9lr
-9R2GlkLfLc,30.0,40.0,/m/03qtwd
-9RS7tdeF9A,30.0,40.0,/m/015p6
-9RxkF-4-fg,17.0,27.0,/m/06bz3
-9S5Z-uciLo,70.0,80.0,/m/07jdr
-9UbSUES_g8,230.0,240.0,/m/07jdr
-9VPvTfV1_4,50.0,60.0,/m/015p6
-9VkOOUdIbs,0.0,10.0,/m/015p6
-9WhMNFBJpY,30.0,40.0,/m/02k_mr
-9X59DuMvUE,30.0,40.0,/m/015p6
-9YohOxYZ0Q,10.0,20.0,/m/0bt9lr
-9ZM1CeOx8Q,6.0,16.0,/m/0bt9lr
-9ZmJJ0GN8A,30.0,40.0,/m/07jdr
-9Zu3pbxUZA,30.0,40.0,/m/0bt9lr
-9ajLjbk8cs,20.0,30.0,/m/015p6
-9eCy5nnJWU,30.0,40.0,/m/02mk9
-9gdBXU1um4,0.0,9.0,/m/07jdr
-9ii1I0Q-A8,30.0,40.0,/m/02mk9
-9jguMTsT_k,430.0,440.0,/m/06mb1
-9llniPFMRM,30.0,40.0,/m/015p6
-9oKZsjjf_0,20.0,30.0,/m/06_fw
-9pcyM57v3U,30.0,40.0,/m/07jdr
-9plQfb92A4,90.0,100.0,/m/0y4f8
-9qN6S52j28,90.0,100.0,/m/0199g
-9vWhqeNKfI,2.0,12.0,/m/06bz3
-9vtZXolVrA,30.0,40.0,/m/0bt9lr
-9wgKKO1l0M,30.0,40.0,/m/015p6
-9wyZLpUOgI,180.0,190.0,/m/01yrx
-9xKyA5_Mkg,30.0,40.0,/m/02mk9
-9yifRI7jQs,0.0,10.0,/m/03vt0
-9zc369s0Xs,120.0,130.0,/m/03vt0
-A04KunsQsI,20.0,30.0,/m/0_ksk
-A1G9vEhK58,20.0,30.0,/m/0bt9lr
-A1_kmDe2vA,120.0,130.0,/m/015p6
-A1eKkZVSRw,70.0,80.0,/m/01yrx
-A3K0_gtK4c,10.0,20.0,/m/07jdr
-A6NU-JXib0,26.0,36.0,/m/06bz3
-A6izwZ36rI,30.0,40.0,/m/015p6
-A7ll0xE5c0,40.0,50.0,/m/03qtwd
-A8y9VviC8M,510.0,520.0,/m/0g6b5
-ABAZjX1UaQ,30.0,40.0,/m/015p6
-ADTZNx531s,340.0,350.0,/m/07jdr
-ADh3udyGyI,7.0,17.0,/m/02mk9
-ADsnhHJIXg,21.0,31.0,/m/02mk9
-AEm-1iJEOE,30.0,40.0,/m/02mk9
-AFGfu5zOzQ,30.0,40.0,/m/06_fw
-AFrDnmdTCg,30.0,40.0,/m/0bt9lr
-AGoqGebT-M,0.0,8.0,/m/06bz3
-AHj1m0hYLE,30.0,40.0,/m/02mk9
-AIgkXmOICs,100.0,110.0,/m/03vt0
-AImQTMkh-4,0.0,10.0,/m/07jdr
-AMZbL_L-R8,30.0,40.0,/m/02mk9
-ARy8eeD740,30.0,40.0,/m/03qtwd
-ATt52SzTvg,20.0,30.0,/m/0bt9lr
-AV028hx__I,18.0,28.0,/m/02mk9
-AVj3HLlkjc,30.0,40.0,/m/06bz3
-AVwRtGa-4g,30.0,40.0,/m/0bt9lr
-AWOHROz8hM,10.0,20.0,/m/015p6
-AWooU1PDiM,70.0,80.0,/m/0bt9lr
-AWzoCZpoBY,10.0,20.0,/m/01yrx
-AX4UT8h78Y,50.0,60.0,/m/03vt0
-Ab6ie9ICAY,40.0,50.0,/m/02mk9
-AbFO26L-fw,140.0,150.0,/m/07jdr
-AeZfwzZhWY,30.0,40.0,/m/06h7j
-AegV-ZuhQM,30.0,40.0,/m/015p6
-AfJKhf6P3U,30.0,40.0,/m/03k3r
-AfZEvfXfyE,30.0,40.0,/m/06bz3
-AioliAg12U,10.0,20.0,/m/07jdr
-Ak4gAph-vk,30.0,40.0,/m/03qtwd
-AkYtnUbOVs,90.0,100.0,/m/05kq4
-AklPWCZp3g,23.0,33.0,/m/02mk9
-AkrCGMWDxg,240.0,250.0,/m/07jdr
-AlrV7wxtv0,90.0,100.0,/m/015p6
-Ap8DKaFDK4,30.0,40.0,/m/02mk9
-Aqdkqfk17c,120.0,130.0,/m/015p6
-Ar4PKnkW4g,30.0,40.0,/m/0bt9lr
-AsRfzDuiGc,170.0,180.0,/m/02k_mr
-As_AWmZ1EI,30.0,40.0,/m/06h7j
-Au1fPPMjtM,30.0,40.0,/m/03m9d0z
-AuO9_k75a0,40.0,50.0,/m/03qtwd
-Aumnnovo2s,18.0,28.0,/m/02mk9
-AymlqMV-kU,70.0,80.0,/m/03m9d0z
-B-906COr4Y,30.0,40.0,/m/06bz3
-B0s0WAuB8s,80.0,90.0,/m/03vt0
-B12VopkJmE,30.0,40.0,/m/015p6
-B2BFoKACgc,0.0,6.0,/m/07qlf79
-B5DiOSRRaE,30.0,40.0,/m/0bt9lr
-B6CSHRHZSA,70.0,80.0,/m/015p6
-B7_MCn_xQo,30.0,40.0,/m/015p6
-B8ZLJSiDa0,0.0,10.0,/m/06mb1
-B9XpiViAv0,30.0,40.0,/m/02mk9
-B9YsJ2WT58,150.0,160.0,/m/015p6
-BBx3V4rWa8,11.0,21.0,/m/02mk9
-BCkR9jkUUY,30.0,40.0,/m/03qtwd
-BDM_1jR6Y4,30.0,40.0,/m/06bz3
-BE8_84eWDM,30.0,40.0,/m/0y4f8
-BEJdvmU2IY,50.0,60.0,/m/0y4f8
-BEt_WLaM_8,30.0,40.0,/m/0bt9lr
-BF5MwxM3iY,30.0,40.0,/m/0bt9lr
-BGOlBck6D4,130.0,140.0,/m/0bt9lr
-BIDug9-30w,80.0,90.0,/m/03qtwd
-BITdv-u3GI,10.0,20.0,/m/015p6
-BJ2JlPp9bc,40.0,50.0,/m/07jdr
-BJNMHMZDcU,50.0,60.0,/m/0bt9lr
-BL3E3sLc78,30.0,40.0,/m/0bt9lr
-BLD2zJt6Fg,12.0,22.0,/m/0bt9lr
-BLjIL2ROoo,14.0,24.0,/m/0bt9lr
-BM9b0aeDc0,10.0,20.0,/m/0y4f8
-BOh6BFn04Q,7.0,17.0,/m/02mk9
-BPxYc16VZ4,30.0,40.0,"/m/03m9d0z, /m/05kq4"
-BQ1JuxcJuc,60.0,70.0,/m/02mk9
-BUWGM7qeUM,10.0,20.0,/m/06mb1
-BWjCuSKJVA,30.0,40.0,/m/06h7j
-BWz9DceQD8,30.0,40.0,/m/015p6
-BYRsOH220c,20.0,30.0,/m/0g6b5
-BZD5cNDyNc,380.0,390.0,/m/03m9d0z
-B_oIQmZgoI,0.0,10.0,/m/015p6
-BaCtz9kbTU,3.0,13.0,/m/015p6
-BaVEk1zS2g,390.0,400.0,/m/07jdr
-BavAxXARG4,500.0,510.0,/m/06mb1
-BbO7aTFscE,30.0,40.0,/m/03m9d0z
-BcQIqmaULo,30.0,40.0,/m/02mk9
-Bds7slIyiA,20.0,30.0,/m/02mk9
-Bh4TB3yXJw,80.0,90.0,/m/015p6
-BhX_7Uwh44,30.0,40.0,/m/02mk9
-BiUqZssivc,140.0,150.0,/m/015p6
-BjbonGxYrY,30.0,40.0,/m/0bt9lr
-Bk0bhBbANI,160.0,170.0,/m/07qlf79
-Bm6XfgHiLk,30.0,40.0,/m/02mk9
-BmlIJZ4jAk,90.0,100.0,/m/015p6
-Bnctvh_6uc,18.0,28.0,/m/01yrx
-Bq97o0tfjM,30.0,40.0,/m/06h7j
-BrGEW6o1i0,0.0,10.0,/m/0bt9lr
-BrnsMKKyNc,30.0,40.0,/m/015p6
-BtHtfs-wpQ,27.0,37.0,/m/06bz3
-Bu2ZFi7sEU,70.0,80.0,/m/0y4f8
-BwrJ1DRr0Q,30.0,40.0,/m/06bz3
-Bzkbfg8E5g,5.0,15.0,/m/02mk9
-C05eE7dUyk,18.0,28.0,/m/06h7j
-C0_MvydkRk,80.0,90.0,/m/015p6
-C3rrh6dDjE,0.0,10.0,/m/03m9d0z
-C4M1TbZgD8,190.0,200.0,/m/0199g
-C7WK9_e2_s,9.0,19.0,/m/06bz3
-C7q03eZUI4,40.0,50.0,/m/015p6
-C8Y6MNFb_g,470.0,480.0,/m/0g6b5
-CDNLfmVPzA,30.0,40.0,/m/06bz3
-CEC5RoRUbU,30.0,40.0,/m/0bt9lr
-CEhAYuIFtA,310.0,320.0,/m/07jdr
-CGRNKyzlzk,0.0,6.0,"/m/03m9d0z, /m/05kq4"
-CGcJtAS4lk,30.0,40.0,/m/02mk9
-CHwctXCRJk,30.0,40.0,/m/01yrx
-CI9mVOAK-k,30.0,40.0,/m/02k_mr
-CKa-wIGrCo,0.0,10.0,/m/03qtwd
-CL9RufXTpI,15.0,25.0,/m/03m9d0z
-CLad9zt60Y,30.0,40.0,/m/015p6
-CMQLYhy2bk,15.0,25.0,/m/02mk9
-CMZ5fsN5RE,0.0,10.0,/m/0199g
-CPNNk0Yy_o,30.0,40.0,/m/0bt9lr
-CQu_menzEI,30.0,40.0,/m/06bz3
-CSIVI_XXfY,11.0,21.0,/m/06bz3
-CU_q2hTuzg,220.0,230.0,/m/03qtwd
-CZXptZtZ_g,30.0,40.0,/m/07jdr
-Ca1_ynWC3M,30.0,40.0,/m/02mk9
-CciRmdCIYs,28.0,38.0,/m/07jdr
-CeD_iol6Hg,30.0,40.0,/m/01yrx
-CepfaU3-ZY,13.0,23.0,/m/02mk9
-Cgt2vXOekA,0.0,10.0,/m/015p6
-Chm_TzeYjA,40.0,50.0,"/m/03m9d0z, /m/06mb1"
-CkWETc8sew,30.0,40.0,/m/06bz3
-CkgGfKepO4,140.0,150.0,/m/07jdr
-ClyFAKnlxs,140.0,150.0,/m/015p6
-CnNnlgEsLY,7.0,17.0,/m/01yrx
-CqCfXv4iBo,30.0,40.0,/m/015p6
-CqXLLSwi70,50.0,60.0,/m/015p6
-Cscub2da40,60.0,70.0,/m/0bt9lr
-CsyccdK-W0,30.0,40.0,/m/0bt9lr
-CvAmfsTtew,30.0,40.0,/m/02mk9
-CxPxDSHUeE,30.0,40.0,/m/07qlf79
-Cy4l2Me_K8,40.0,50.0,/m/015p6
-Cz0muXWdeU,310.0,320.0,/m/03qtwd
-CzAjJI8PbA,12.0,22.0,/m/01yrx
-D08wyQwDPQ,10.0,20.0,/m/0199g
-D0mHBhZgfg,10.0,20.0,/m/0g6b5
-D1uGn8bvIA,40.0,50.0,/m/07jdr
-D35UR-O3Gw,30.0,40.0,"/m/03m9d0z, /m/05kq4"
-D3DxR_cQtQ,100.0,110.0,/m/02mk9
-D4pDm_pwkA,10.0,20.0,/m/02mk9
-D6DyrLZuQQ,30.0,40.0,/m/01yrx
-D6JMg1e4DM,30.0,40.0,/m/06bz3
-D8SmpQS4pA,40.0,50.0,/m/0bt9lr
-D9DdrYwk7U,10.0,20.0,/m/02mk9
-D9ssu55Beo,200.0,210.0,/m/03qtwd
-DAbjbLBmhU,30.0,40.0,/m/02mk9
-DBX_37OT2I,260.0,270.0,/m/03m9d0z
-DBzymUQ6qc,30.0,40.0,/m/03m9d0z
-DFbUZLOaMA,40.0,50.0,/m/0g6b5
-DFmWLDkxQg,30.0,40.0,/m/02mk9
-DHGwygUsQc,30.0,40.0,/m/06_fw
-DIgGhJO8Jc,30.0,40.0,/m/02mk9
-DMD77F1IPI,80.0,90.0,/m/02mk9
-DN0XLqlVSs,30.0,40.0,/m/03m9d0z
-DNMQsp5v14,30.0,40.0,/m/015p6
-DO2LxuNb0g,30.0,40.0,/m/02mk9
-DQeh8UUQKE,17.0,27.0,/m/06bz3
-DQgmbWhS8Y,30.0,40.0,/m/06bz3
-DRW70sxEnA,30.0,40.0,/m/015p6
-DRj4C-Ky1c,10.0,20.0,/m/015p6
-DSdFP7jc34,30.0,40.0,/m/02mk9
-DWM4mHYkCo,30.0,40.0,/m/015p6
-DWgE5OnEVY,150.0,160.0,/m/03vt0
-DXq8b_yfTQ,240.0,250.0,"/m/03m9d0z, /m/05kq4"
-DZN4RxMD3s,140.0,150.0,/m/07jdr
-D_gWD3VjIM,0.0,10.0,/m/03qtwd
-DczhmCwr38,130.0,140.0,/m/07qlf79
-DeCpsT5Q7g,30.0,40.0,/m/02mk9
-DecEWIegKU,20.0,30.0,/m/015p6
-DfsRfpQC8U,80.0,90.0,/m/015p6
-Dh7FUYZX9Q,80.0,90.0,/m/05kq4
-DkuTmIs7_Q,30.0,40.0,/m/06_fw
-DlUhKaG8eo,80.0,90.0,/m/03vt0
-DlpGYhmO4A,30.0,40.0,/m/03k3r
-DnQzOmcrwU,340.0,350.0,/m/07jdr
-DnrNt9gBJs,30.0,40.0,/m/01yrx
-Dqd4YgZL0k,30.0,40.0,/m/0bt9lr
-Dqnv0l4t20,30.0,40.0,/m/06bz3
-Dqs5gfCs6w,1.0,11.0,/m/0bt9lr
-DrChjJRNIk,80.0,90.0,/m/07jdr
-DsCcOSF_-c,13.0,23.0,/m/0bt9lr
-DsZ-XfJRCE,2.0,12.0,/m/02mk9
-Dtnl97ETeA,30.0,40.0,/m/06bz3
-Dvs3P45rsI,230.0,240.0,/m/015p6
-DxxB_rLqEw,80.0,90.0,/m/06bz3
-DyPOJ6PQVg,17.0,27.0,/m/02mk9
-DytoSBCx7g,30.0,40.0,/m/06bz3
-E0shPRxAbo,30.0,40.0,/m/07jdr
-E13UQ4kP9Q,80.0,90.0,/m/07jdr
-E1E17R7UBA,260.0,270.0,/m/06_fw
-E1aIXhB4YU,30.0,40.0,/m/06_fw
-E4MGocy8o4,30.0,40.0,/m/03m9d0z
-E5U1MMllqA,30.0,40.0,/m/02mk9
-E7YRiWlfFI,15.0,25.0,/m/0bt9lr
-EBHuY7ynXk,30.0,40.0,/m/06mb1
-EI0b9hr9Mc,30.0,40.0,/m/06bz3
-EJgcGwjCJs,110.0,120.0,/m/02k_mr
-ELDoHkjQBo,520.0,530.0,/m/02k_mr
-ELF0Yf7sGQ,30.0,40.0,/m/0bt9lr
-ELF2TsGBRo,110.0,120.0,/m/0_ksk
-EM6qEqk_H0,10.0,20.0,/m/0bt9lr
-EMnuFZSrbU,20.0,30.0,/m/02mk9
-EQByFLFqig,21.0,31.0,/m/06mb1
-ERY2p905dE,1.0,11.0,/m/0199g
-ERi_GO1O38,24.0,34.0,/m/02mk9
-EWjI6BhMI0,40.0,50.0,/m/015p6
-EWvMAkKDRM,20.0,30.0,/m/03k3r
-EYDZ9vlT8M,0.0,10.0,/m/06bz3
-EYD_hNvJCU,50.0,60.0,/m/015p6
-E_DO6q-0kc,210.0,220.0,/m/03qtwd
-Ebcl8HF6PE,30.0,40.0,/m/02mk9
-EbfAQSFkzk,140.0,150.0,/m/015p6
-Eet7VfCVZc,0.0,9.0,/m/06h7j
-Eew_XiQMZ8,110.0,120.0,/m/03qtwd
-Ef0YmW7OVg,30.0,40.0,/m/0bt9lr
-EfASI0k7JY,24.0,34.0,/m/0bt9lr
-EfKto2u_X4,30.0,40.0,/m/02mk9
-Eflz0Ll4T4,19.0,29.0,/m/02k_mr
-EfzTGoi21U,30.0,40.0,/m/06h7j
-Eg9oP45GgQ,30.0,40.0,/m/03m9d0z
-EhOyahroHE,30.0,40.0,/m/03qtwd
-Ei9I8oJlw0,30.0,40.0,/m/06bz3
-EjIWnnYgpc,30.0,40.0,/m/06mb1
-Ejdbj6I2W4,0.0,10.0,/m/0g6b5
-Ejy1cfmrYE,30.0,40.0,/m/015p6
-EoaiEiEwvw,0.0,10.0,/m/06bz3
-EovwXDEidU,210.0,220.0,/m/07jdr
-Ep82UWVIbI,10.0,20.0,/m/02mk9
-Er7lWh4q30,30.0,40.0,/m/015p6
-ErNtRvMITU,27.0,37.0,/m/02mk9
-Es4a6NHq1k,20.0,30.0,/m/03m9d0z
-EukI0Onzy8,0.0,9.0,/m/02mk9
-EveIKsp3nE,270.0,280.0,/m/07jdr
-EwUDjQP0dw,140.0,150.0,/m/0g6b5
-EyZiVzzYf4,22.0,32.0,/m/07jdr
-F-60iUiBh4,30.0,40.0,/m/03k3r
-F1_Gh78vJ0,30.0,40.0,/m/0199g
-F4SwZPqw4w,30.0,40.0,/m/02mk9
-F4sJahHESM,4.0,14.0,/m/02mk9
-F6whI8yGqk,30.0,40.0,/m/02mk9
-F75f77Y0tc,0.0,10.0,/m/015p6
-F7CWkUf3vE,120.0,130.0,/m/015p6
-F7e-VordxY,30.0,40.0,/m/02mk9
-F8R3TfLito,30.0,40.0,/m/03m9d0z
-F9Zr37h-RQ,50.0,60.0,/m/015p6
-FBhX5b_BNE,20.0,30.0,/m/015p6
-FFHudQjJ6c,30.0,40.0,/m/06bz3
-FGP9SK916Q,30.0,40.0,/m/02k_mr
-FGoF0ZNiFE,20.0,30.0,/m/0bt9lr
-FHaYjqVPZ8,11.0,21.0,/m/0bt9lr
-FIwh0ckUcg,390.0,400.0,/m/07jdr
-FL5Ham2C-o,30.0,40.0,/m/05kq4
-FL784R2DJk,21.0,31.0,/m/01yrx
-FL9SIdEWMo,10.0,20.0,/m/0bt9lr
-FLbNcUhBsY,60.0,70.0,/m/06mb1
-FNO82mTUSA,240.0,250.0,/m/02k_mr
-FNR9h5mD2w,30.0,40.0,/m/06h7j
-FNu8b_mSzw,30.0,40.0,/m/0bt9lr
-FPgVyEcCU8,30.0,40.0,/m/02mk9
-FQDsQtGXwk,200.0,210.0,/m/06bz3
-FR4W309dYo,30.0,40.0,/m/0bt9lr
-FRz2m7Dg1I,10.0,20.0,/m/06mb1
-FTKw2_goFo,30.0,40.0,/m/02mk9
-FVCOy9gbXc,20.0,30.0,/m/015p6
-FVcaKITrV0,30.0,40.0,/m/0bt9lr
-FXgPsF8hqk,120.0,130.0,"/m/03m9d0z, /m/05kq4"
-FYys_UeVhI,110.0,120.0,/m/06bz3
-FZDmFY9fi8,0.0,9.0,/m/06bz3
-FZNvrfP-eY,10.0,20.0,/m/06mb1
-FZQIkX44Pk,10.0,20.0,/m/0199g
-FbORHX6Msk,60.0,70.0,/m/0y4f8
-FdlM9BEkac,30.0,40.0,/m/03k3r
-FeJ5TELY5g,0.0,10.0,/m/015p6
-FiS4mXlVRU,30.0,40.0,/m/06bz3
-Fiq3GEWUlY,30.0,40.0,/m/015p6
-Fk8xFRW79k,30.0,40.0,/m/03m9d0z
-FkJTqTBhDQ,30.0,40.0,/m/05kq4
-FlW_W3Ouuc,210.0,220.0,/m/015p6
-Flba0pHyfw,30.0,40.0,/m/015p6
-FmniYuIbMc,12.0,22.0,/m/02mk9
-FoClxkytjM,30.0,40.0,/m/0y4f8
-FsvS99nWTc,30.0,40.0,/m/0199g
-Fu_M4VmNIE,310.0,320.0,/m/015p6
-FwemucIizg,30.0,40.0,/m/0bt9lr
-Fyb0KlZxOc,90.0,100.0,/m/03qtwd
-FyciqeepCU,360.0,370.0,/m/02mk9
-FyzdMOeRdY,390.0,400.0,/m/03qtwd
-G-ALtUfk6w,150.0,160.0,/m/0y4f8
-G0NQ2RmcRY,30.0,40.0,/m/06h7j
-G0mYaQJhig,360.0,370.0,/m/07jdr
-G2OMjRN67o,30.0,40.0,/m/0bt9lr
-G3JJn9fYlQ,29.0,39.0,/m/02mk9
-G5oU4ciH9g,30.0,40.0,/m/06bz3
-G6u0B6Uo-w,130.0,140.0,/m/07jdr
-G8TcyEGEGQ,30.0,40.0,/m/06bz3
-G9-6NtTtZQ,30.0,40.0,/m/03qtwd
-GCLlYEObNw,14.0,24.0,/m/02mk9
-GCrlnmT1CI,30.0,40.0,/m/015p6
-GD61bym00o,30.0,40.0,/m/0bt9lr
-GDboyrJvbY,10.0,20.0,/m/07jdr
-GDkljH9Hsg,11.0,21.0,/m/03m9d0z
-GF_pBcHi5I,440.0,450.0,/m/07jdr
-GJOTyij90U,90.0,100.0,/m/03qtwd
-GKqKJ8rNcw,30.0,40.0,/m/0y4f8
-GLS5h7Ey6k,30.0,40.0,/m/03k3r
-GM-ogU1Q4s,21.0,31.0,/m/03k3r
-GNrpVoCGEY,100.0,110.0,/m/02mk9
-GQO6aWy3Ng,460.0,470.0,/m/015p6
-GQQMqik_bA,30.0,40.0,/m/06bz3
-GQfpcPE-PE,30.0,40.0,/m/0bt9lr
-GQtDyZq5y4,30.0,40.0,/m/0bt9lr
-GS12LJYFsM,50.0,60.0,/m/015p6
-GUOAK-SotI,30.0,40.0,/m/0bt9lr
-GUVgFcoGCY,140.0,150.0,/m/03vt0
-GUVzaUZQ4Q,16.0,26.0,/m/07qlf79
-GUxKaSGwHc,10.0,20.0,/m/02mk9
-GXt9AWAUDA,30.0,40.0,/m/03k3r
-GbVgsMZ9U0,80.0,90.0,/m/0_ksk
-GdS54vZvJw,140.0,150.0,/m/0_ksk
-GfaIkvwt1c,28.0,38.0,/m/02mk9
-Gg_41OZ_X4,580.0,590.0,/m/0g6b5
-GjCeAX0UYU,16.0,26.0,/m/07jdr
-Gjs0HFuxy8,6.0,16.0,/m/02mk9
-GlBg8R_D1Y,23.0,33.0,/m/03k3r
-GlVOPNJC9I,30.0,40.0,/m/01yrx
-GlxJX2S0kI,0.0,10.0,/m/03qtwd
-GlyNVaSgtU,30.0,40.0,"/m/03m9d0z, /m/05kq4"
-Gn6QHt_Fac,40.0,50.0,/m/06_fw
-Gp6qdU2fhY,30.0,40.0,/m/06bz3
-Gp9-o-75bA,13.0,23.0,/m/0bt9lr
-GpY_7QJZoc,15.0,25.0,/m/01yrx
-Gq8jwT-0zQ,50.0,60.0,/m/03qtwd
-GqV9Ce2zeQ,10.0,20.0,/m/015p6
-GvxtfYewXw,60.0,70.0,/m/03vt0
-GxKeTyhYsM,30.0,40.0,/m/02mk9
-H25rbDASF0,130.0,140.0,/m/02mk9
-H3Nt6B9vcI,30.0,40.0,/m/06bz3
-H4tPZGMCZo,30.0,40.0,/m/06h7j
-H7AfVJ6Z6w,500.0,510.0,/m/03qtwd
-HBR6wrrhAs,0.0,10.0,/m/0bt9lr
-HGmUSY9YcA,30.0,40.0,/m/0bt9lr
-HJ9F8YyUyI,30.0,40.0,/m/0y4f8
-HJQVouJd2w,26.0,36.0,/m/015p6
-HJnF7_5tqY,30.0,40.0,/m/02mk9
-HJxeIFmUd0,30.0,40.0,/m/01yrx
-HLTp7gPBEw,30.0,40.0,/m/01yrx
-HLkaa5GCFg,20.0,30.0,/m/0bt9lr
-HMLX0lgQbM,10.0,20.0,/m/06mb1
-HMktax4Dtc,110.0,120.0,/m/015p6
-HNUU7MtNsI,24.0,34.0,/m/02mk9
-HNspMf4mwg,30.0,40.0,/m/03k3r
-HO-r0-bOd8,50.0,60.0,/m/03vt0
-HS0RB1WTmE,30.0,40.0,/m/02mk9
-HUcjhcskP4,40.0,50.0,/m/07jdr
-HV2XcVRF7I,10.0,20.0,/m/0bt9lr
-HVUL5tNzdo,30.0,40.0,/m/0bt9lr
-HXbstyBCYY,270.0,280.0,/m/015p6
-HXs9lSAcW0,30.0,40.0,/m/0bt9lr
-HZbxhzv_SU,10.0,20.0,/m/0bt9lr
-Hb1-ExzeHM,510.0,520.0,/m/07jdr
-Hcx0xgEOGw,110.0,120.0,/m/03qtwd
-HguauDRE90,30.0,40.0,/m/06h7j
-Hh5VlW3pFE,30.0,40.0,/m/01yrx
-HiAU6Psn8A,30.0,40.0,/m/02mk9
-HiMxYvL-L0,70.0,80.0,/m/015p6
-Hj9DKBKzrY,50.0,60.0,/m/03m9d0z
-HjXE7oz3fI,30.0,40.0,/m/0y4f8
-HkBfmaHlbA,30.0,40.0,/m/02mk9
-HmPEb_Ed3w,30.0,40.0,"/m/03m9d0z, /m/05kq4"
-HmYuZCgM2s,30.0,40.0,/m/02mk9
-Hnh9w9tKHQ,30.0,40.0,/m/01yrx
-HnhPxiYLLU,0.0,9.0,/m/0bt9lr
-HoAvbWclYw,360.0,370.0,/m/015p6
-Holdef_BZ0,30.0,40.0,/m/0199g
-HpLnN-W4KU,30.0,40.0,/m/03qtwd
-HrGgmzOPzA,10.0,20.0,/m/05kq4
-HtGPKfp8WE,0.0,10.0,/m/07jdr
-HtMOrXQ778,30.0,40.0,/m/0bt9lr
-HtvetWqRnQ,20.0,30.0,/m/07jdr
-HuLCz9S_FA,23.0,33.0,/m/015p6
-Hv55Xerkh8,30.0,40.0,/m/06_fw
-HwIzpjxyy8,30.0,40.0,/m/02mk9
-HwmbJ8kujE,20.0,30.0,/m/02mk9
-Hwn7UdBguE,30.0,40.0,/m/0bt9lr
-HzNR5GkI8c,17.0,27.0,/m/02mk9
-I-UtrFl4m8,10.0,20.0,/m/05kq4
-I0MkCWQrKg,120.0,130.0,"/m/03qtwd, /m/0y4f8"
-I0jN2qm9rI,30.0,40.0,/m/06bz3
-I1upuU0HXs,16.0,26.0,/m/01yrx
-I2FVvZGDpM,30.0,40.0,/m/015p6
-I2UgD8y7lA,230.0,240.0,/m/06mb1
-I2wwE7WFOU,24.0,34.0,/m/01yrx
-I4mBa4oMYU,30.0,40.0,/m/01yrx
-I8bl4cE3lw,190.0,200.0,/m/06_fw
-I8ddBF14T8,30.0,40.0,/m/06bz3
-I95CtfMOLA,420.0,430.0,/m/05kq4
-IAow_E7txY,60.0,70.0,/m/02mk9
-IBXTktoom8,30.0,40.0,/m/03vt0
-IBfSiR2SR0,30.0,40.0,/m/0bt9lr
-IEBwUQDp9U,30.0,40.0,/m/02k_mr
-IHE1hhdtek,30.0,40.0,/m/0bt9lr
-IISJIMVvHE,30.0,40.0,/m/02mk9
-IIyddYfL7I,90.0,100.0,/m/07jdr
-IJy5rdamhY,28.0,38.0,/m/02mk9
-IK4okM-Xxw,30.0,40.0,/m/0bt9lr
-IKAEFwWwY8,2.0,12.0,/m/02mk9
-IKKQ3NU1OI,20.0,30.0,/m/03k3r
-IKMo9-20Zc,10.0,20.0,/m/02mk9
-IL_HB4hPxs,30.0,40.0,/m/0bt9lr
-IN1SLJCen8,30.0,40.0,/m/03qtwd
-INqV77LO-4,10.0,20.0,/m/07qlf79
-IP1qveRGHY,30.0,40.0,/m/015p6
-IRKMnp4zVk,10.0,20.0,/m/02mk9
-IRhgxg6Wl8,0.0,9.0,/m/06h7j
-ISfpUX2Ok4,30.0,40.0,/m/06h7j
-ITg0YyI5IA,50.0,60.0,/m/07jdr
-IY02Wq8YnA,290.0,300.0,/m/03qtwd
-I_Ej65k3Rg,30.0,40.0,/m/0bt9lr
-I_QoRpcx7o,360.0,370.0,/m/0_ksk
-Ia8Lhbgioc,30.0,40.0,/m/02mk9
-IfUV6xbXNU,200.0,210.0,/m/07jdr
-IgLXOL0DKw,30.0,40.0,/m/03m9d0z
-IgQ4BYBLhc,0.0,10.0,/m/0g6b5
-IhhKn6f8X4,30.0,40.0,/m/01yrx
-IiNFQu84JE,0.0,10.0,/m/0bt9lr
-IlaBGP83MU,30.0,40.0,/m/0bt9lr
-IlpZJZyhTQ,15.0,25.0,/m/02mk9
-ImF0CfLttk,22.0,32.0,/m/03k3r
-InkGSmYw_I,30.0,40.0,/m/02mk9
-Inn26beF70,30.0,40.0,/m/0199g
-Io461is8Ko,120.0,130.0,/m/0bt9lr
-IopFsEU_iE,120.0,130.0,/m/07jdr
-IpGWTs7ckQ,10.0,20.0,/m/06mb1
-Iq-OpawOWE,14.0,24.0,/m/0g6b5
-IqKCSPH-SE,30.0,40.0,/m/06mb1
-Its_5qrHs8,30.0,40.0,/m/0bt9lr
-Iv56Vvfkz0,180.0,190.0,/m/07jdr
-Ivf63hDvzc,30.0,40.0,/m/01yrx
-IwQJSeU8CM,30.0,40.0,/m/02mk9
-IyHIVIyn4o,30.0,40.0,/m/02mk9
-J-a2vYXFrE,140.0,150.0,/m/015p6
